Report_Num,Year,Occur_Date,Weekday,Location,Neighborho,Latitude,Longitude,GEOID,NAME
200011773,2020,1/1/2020,Wednesday,3004 PIEDMONT RD.,Garden Hills,33.83665,-84.36838,13121,Fulton
200011603,2020,1/1/2020,Wednesday,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Greenbriar,33.68845,-84.49328,13121,Fulton
200031931,2020,1/3/2020,Friday,1120 MORELAND DR SE,Custer/McDonough/Guice,33.7092,-84.3539,13121,Fulton
200030052,2020,1/3/2020,Friday,2 KIMBALL WAY SE,Downtown,33.75349,-84.38854,13121,Fulton
200030050,2020,1/3/2020,Friday,464 BISHOP ST NW,Loring Heights,33.79291,-84.40267,13121,Fulton
200030188,2020,1/3/2020,Friday,2280  CAMPBELLTON ROAD,Campbellton Road,33.70413,-84.46269,13121,Fulton
200041063,2020,1/4/2020,Saturday,855 E PACES FERRY RD NE,Lenox,33.84669,-84.35618,13121,Fulton
200042468,2020,1/4/2020,Saturday,1080 PEACHTREE ST NE,Midtown,33.78409,-84.38353,13121,Fulton
200042163,2020,1/4/2020,Saturday,2455 ANTWERP DR SE,Browns Mill Park,33.68745,-84.38551,13121,Fulton
200040282,2020,1/4/2020,Saturday,178 MOURY AVE SW,The Villages at Carver,33.71347,-84.39079,13121,Fulton
200050313,2020,1/5/2020,Sunday,700 GARIBALDI ST SW,Mechanicsville,33.73581,-84.3989,13121,Fulton
200060054,2020,1/5/2020,Sunday,204 WALKER STREET,Castleberry Hill,33.74816,-84.40298,13121,Fulton
200050875,2020,1/5/2020,Sunday,950 MARIETTA ST NW,Marietta Street Artery,33.77682,-84.40822,13121,Fulton
200050580,2020,1/5/2020,Sunday,1732 WESTHAVEN DR SW,Cascade Avenue/Road,33.73235,-84.44454,13121,Fulton
200062118,2020,1/6/2020,Monday,565 BROADVIEW PL NE,Lindbergh/Morosgo,33.82176,-84.36492,13121,Fulton
200061319,2020,1/6/2020,Monday,240 PEACHTREE ST NE,Downtown,33.76056,-84.38835,13121,Fulton
200060078,2020,1/6/2020,Monday,608 14TH ST NW,Home Park,33.78578,-84.40707,13121,Fulton
200072380,2020,1/7/2020,Tuesday,132 10TH ST NE,Midtown,33.78222,-84.3829,13121,Fulton
200071357,2020,1/7/2020,Tuesday,1117 LEE ST SW,Oakland City,33.72459,-84.42107,13121,Fulton
200080135,2020,1/8/2020,Wednesday,2595 MARTIN L KING JR DR NW,Harland Terrace,33.75383,-84.4725,13121,Fulton
200090344,2020,1/9/2020,Thursday,2138 RACHEL ST,Norwood Manor,33.69574,-84.36092,13121,Fulton
200092047,2020,1/9/2020,Thursday,2875 3RD AVE SW,Hammond Park,33.67657,-84.40405,13121,Fulton
200100057,2020,1/10/2020,Friday,433 HIGHLAND AVE NE,Old Fourth Ward,33.76128,-84.37323,13121,Fulton
200120304,2020,1/12/2020,Sunday,1695 PRYOR RD SW,Betmar LaVilla,33.70894,-84.39374,13121,Fulton
200121858,2020,1/12/2020,Sunday,844 MARTIN L KING JR DR SW,Atlanta University Center,33.75461,-84.41555,13121,Fulton
200131291,2020,1/13/2020,Monday,241 PEACHTREE ST NE,Downtown,33.76073,-84.38745,13121,Fulton
200131273,2020,1/13/2020,Monday,835 MARTIN L KING JR DR NW,Vine City,33.75504,-84.41457,13121,Fulton
200142288,2020,1/14/2020,Tuesday,3521 NORTHSIDE DR NW,Tuxedo Park,33.85069,-84.40639,13121,Fulton
200141625,2020,1/14/2020,Tuesday,530 17TH ST NW,Loring Heights,33.79151,-84.40684,13121,Fulton
200141220,2020,1/14/2020,Tuesday,3221 MARTIN L KING JR DR NW,,33.75284,-84.49256,13121,Fulton
200150134,2020,1/15/2020,Wednesday,855 PEACHTREE ST NE,Midtown,33.77798,-84.38389,13121,Fulton
200151180,2020,1/15/2020,Wednesday,219 VINE ST NW,Vine City,33.76059,-84.40767,13121,Fulton
200150567,2020,1/15/2020,Wednesday,1278 LOCKWOOD DR SW,Venetian Hills,33.72028,-84.43851,13121,Fulton
200161294,2020,1/16/2020,Thursday,1043 SPARKS ST SW,Oakland City,33.72736,-84.42159,13121,Fulton
200171760,2020,1/17/2020,Friday,2520 JONESBORO RD SE,Leila Valley,33.68463,-84.36481,13121,Fulton
200172092,2020,1/17/2020,Friday,1829 CAMPBELLTON RD SW @VENETIAN HILLS APTS,Venetian Hills,33.71075,-84.44765,13121,Fulton
200181923,2020,1/18/2020,Saturday,1211 MORELAND AVE SE,Woodland Hills,33.72154,-84.3498,13121,Fulton
200181963,2020,1/18/2020,Saturday,3393 LENOX RD NE,Lenox,33.84676,-84.36212,13121,Fulton
200182245,2020,1/18/2020,Saturday,2520 JONESBORO RD SE,Leila Valley,33.68463,-84.36481,13121,Fulton
200191534,2020,1/18/2020,Saturday,3223 CAINS HILL PL NW,South Tuxedo Park,33.84251,-84.38044,13121,Fulton
200180594,2020,1/18/2020,Saturday,220 MARIETTA ST NW,Downtown,33.75922,-84.395,13121,Fulton
200180659,2020,1/18/2020,Saturday,270 17TH ST NW,Atlantic Station,33.79072,-84.39776,13121,Fulton
200180372,2020,1/18/2020,Saturday,935 WASHINGTON PL SW,Ashview Heights,33.75382,-84.41824,13121,Fulton
200191881,2020,1/19/2020,Sunday,178 MOURY AVE SW,The Villages at Carver,33.71347,-84.39079,13121,Fulton
200191079,2020,1/19/2020,Sunday,726 LEXINGTON AVE SW,Adair Park,33.72378,-84.41169,13121,Fulton
200191560,2020,1/19/2020,Sunday,2007 LOIS PL NW,Grove Park,33.78458,-84.45355,13121,Fulton
200200297,2020,1/20/2020,Monday,2098 CAMPBELLTON RD SW,Campbellton Road,33.70645,-84.45715,13121,Fulton
200211771,2020,1/21/2020,Tuesday,925 CANTERBURY RD NE,Pine Hills,33.8278,-84.3563,13121,Fulton
200211003,2020,1/21/2020,Tuesday,240 PEACHTREE ST NW @WELLS FARGO BANK,Downtown,33.76056,-84.38835,13121,Fulton
200210006,2020,1/21/2020,Tuesday,1751 CAMPBELLTON RD SW,Venetian Hills,33.71167,-84.44491,13121,Fulton
200222050,2020,1/22/2020,Wednesday,1294 DONNELLY AVE SW,West End,33.73453,-84.43003,13121,Fulton
200230334,2020,1/23/2020,Thursday,3012 JONESBORO RD SE,South River Gardens,33.67225,-84.37156,13121,Fulton
200242073,2020,1/24/2020,Friday,1131 GLENWOOD AVE SE,Ormewood Park,33.74019,-84.35012,13121,Fulton
200241630,2020,1/24/2020,Friday,609 VIRGINIA AVE NE @TROLLEY SQUARE,Virginia Highland,33.7813,-84.36584,13121,Fulton
200242255,2020,1/24/2020,Friday,384 14TH ST NW,Home Park,33.7861,-84.39993,13121,Fulton
200261790,2020,1/26/2020,Sunday,3671 SOUTHSIDE INDUSTRIAL PKWY SE @FIRE STATION 34,Blair Villa/Poole Creek,33.65449,-84.37443,13121,Fulton
200260574,2020,1/26/2020,Sunday,360 EDGEWOOD AVE NE,Sweet Auburn,33.75454,-84.37601,13121,Fulton
200272051,2020,1/27/2020,Monday,CAMPBELLTON RD SW / MYRTLE DR SW,Campbellton Road,33.70421,-84.45525,13121,Fulton
200280954,2020,1/28/2020,Tuesday,3393 PEACHTREE RD NE @LENOX MALL,Lenox,33.84676,-84.36212,13121,Fulton
200290037,2020,1/29/2020,Wednesday,16 PEACHTREE AVE NE,Garden Hills,33.8349,-84.38164,13121,Fulton
200291959,2020,1/29/2020,Wednesday,225 JAMES P BRAWLEY BLVD NW,Vine City,33.76073,-84.41253,13121,Fulton
200290758,2020,1/29/2020,Wednesday,2050 CAMPBELLTON RD SW,Campbellton Road,33.70657,-84.45684,13121,Fulton
200302580,2020,1/30/2020,Thursday,215 PIEDMONT AVE NE,Downtown,33.76035,-84.38127,13121,Fulton
200300459,2020,1/30/2020,Thursday,1150 ASTOR AVE SW,Sylvan Hills,33.70137,-84.42678,13121,Fulton
200312226,2020,1/31/2020,Friday,1395 MORELAND AVE SE,Custer/McDonough/Guice,33.71645,-84.34999,13121,Fulton
200312510,2020,1/31/2020,Friday,170 BOULEVARD SE @FULTON COTTON MILL,Cabbagetown,33.75064,-84.36992,13121,Fulton
200312331,2020,1/31/2020,Friday,828 W PEACHTREE ST NE,Midtown,33.77773,-84.38718,13121,Fulton
200310583,2020,1/31/2020,Friday,834 HANK AARON DR SE,Summerhill,33.73206,-84.38764,13121,Fulton
200310074,2020,1/31/2020,Friday,1370 HOWELL MILL RD NW @GENERAL REPAIR FACIL,Berkeley Park,33.79035,-84.41181,13121,Fulton
200312072,2020,1/31/2020,Friday,2524 MARTIN L KING JR DR SW,Harland Terrace,33.75285,-84.47033,13121,Fulton
200311658,2020,1/31/2020,Friday,3390 FAIRBURN RD SW,Ben Hill,33.6632,-84.52404,13121,Fulton
200321091,2020,2/1/2020,Saturday,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,Greenbriar,33.69168,-84.4872,13121,Fulton
200331741,2020,2/2/2020,Sunday,1028 MOBILE ST NW,Vine City,33.75504,-84.41457,13121,Fulton
200350227,2020,2/3/2020,Monday,1371 KIMBERLY WAY SW,Ashley Courts,33.71775,-84.52379,13121,Fulton
200351941,2020,2/4/2020,Tuesday,60 LUCKIE ST NW,Downtown,33.75635,-84.38915,13121,Fulton
200350663,2020,2/4/2020,Tuesday,3144 MARTIN L KING JR DR SW,,33.75104,-84.4892,13121,Fulton
200362150,2020,2/5/2020,Wednesday,2955 PEACHTREE RD NE,Garden Hills,33.83564,-84.38133,13121,Fulton
200370549,2020,2/6/2020,Thursday,2685 METROPOLITAN PKWY SW,Perkerson,33.68274,-84.40902,13121,Fulton
200372015,2020,2/6/2020,Thursday,3725 PRINCETON LAKES PKWY SW,Princeton Lakes,33.65777,-84.50877,13121,Fulton
200380269,2020,2/7/2020,Friday,1016 HOWELL MILL RD NW,Home Park,33.78257,-84.41167,13121,Fulton
200391866,2020,2/8/2020,Saturday,255 TRINITY AVE SW,Downtown,33.75048,-84.39599,13121,Fulton
200390320,2020,2/8/2020,Saturday,1935 ALISON CT SW,Fort Valley,33.70055,-84.45149,13121,Fulton
200431128,2020,2/12/2020,Wednesday,1236 BARNES ST NW,Home Park,33.78837,-84.39463,13121,Fulton
200432439,2020,2/12/2020,Wednesday,479 JOSEPH E BOONE BLVD NW @GWCC EXXON,English Avenue,33.7638,-84.40349,13121,Fulton
200441666,2020,2/13/2020,Thursday,391 17TH ST NW,Atlantic Station,33.79109,-84.4009,13121,Fulton
200442216,2020,2/13/2020,Thursday,1678 HOWELL MILL RD NW,Underwood Hills,33.79991,-84.41625,13121,Fulton
200452223,2020,2/14/2020,Friday,131 WALKER ST SW,Castleberry Hill,33.75079,-84.40067,13121,Fulton
200450247,2020,2/14/2020,Friday,142 JOSEPH E LOWERY BLVD SW,Atlanta University Center,33.75088,-84.41734,13121,Fulton
200471654,2020,2/16/2020,Sunday,2520 JONESBORO RD SE,Leila Valley,33.68463,-84.36481,13121,Fulton
200471525,2020,2/16/2020,Sunday,1739 MARTIN L KING JR DR NW,Mozley Park,33.75144,-84.44382,13121,Fulton
200471695,2020,2/16/2020,Sunday,71 FAIRFIELD PL NW,Dixie Hills,33.75461,-84.46292,13121,Fulton
200470077,2020,2/16/2020,Sunday,201 PEYTON PL SW,Harland Terrace,33.75132,-84.47677,13121,Fulton
200481391,2020,2/17/2020,Monday,3393 PEACHTREE RD NE @LENOX MALL,Lenox,33.84676,-84.36212,13121,Fulton
200480637,2020,2/17/2020,Monday,1005 HEMPHILL AVE NW,Home Park,33.7822,-84.40438,13121,Fulton
200492475,2020,2/18/2020,Tuesday,2177 SARGENT PL SE,Lakewood,33.69505,-84.37693,13121,Fulton
200491349,2020,2/18/2020,Tuesday,2417 BEECHER RD SW,Cascade Avenue/Road,33.72365,-84.46449,13121,Fulton
200502247,2020,2/19/2020,Wednesday,2331 BOLTON RD NW,Bolton,33.81909,-84.46179,13121,Fulton
200511768,2020,2/20/2020,Thursday,30 MARIETTA ST NW,Downtown,33.75478,-84.39134,13121,Fulton
200520197,2020,2/21/2020,Friday,3380 PEACHTREE RD NE,North Buckhead,33.84969,-84.36617,13121,Fulton
200520137,2020,2/21/2020,Friday,1461 NORTH AVE NW,Grove Park,33.7682,-84.43536,13121,Fulton
200521271,2020,2/21/2020,Friday,1465 CAHABA DR SW,Venetian Hills,33.71545,-84.44969,13121,Fulton
200521506,2020,2/21/2020,Friday,490 FAIRBURN RD SW,Fairburn Mays,33.74107,-84.50997,13121,Fulton
200540871,2020,2/23/2020,Sunday,3090 EARLY ST NW,South Tuxedo Park,33.84051,-84.38057,13121,Fulton
200561086,2020,2/24/2020,Monday,637 PRYOR ST SW,Mechanicsville,33.73743,-84.39469,13121,Fulton
200562129,2020,2/25/2020,Tuesday,350 MORELAND AVE NE,Inman Park,33.76377,-84.3497,13121,Fulton
200570801,2020,2/26/2020,Wednesday,1723 LAKEWOOD AVE SE,Lakewood Heights,33.70678,-84.38031,13121,Fulton
200570303,2020,2/26/2020,Wednesday,245 PRYOR ST SW,Downtown,33.7483,-84.39366,13121,Fulton
200572158,2020,2/26/2020,Wednesday,288 RALPH D ABERNULLTHY BLVD SW,Mechanicsville,33.73659,-84.39743,13121,Fulton
200571856,2020,2/26/2020,Wednesday,784 COLEMAN ST,Pittsburgh,33.73415,-84.40369,13121,Fulton
200581207,2020,2/27/2020,Thursday,241 PEACHTREE ST NE,Downtown,33.76073,-84.38745,13121,Fulton
200581194,2020,2/27/2020,Thursday,230 PEACHTREE ST NW,Downtown,33.76015,-84.38807,13121,Fulton
200582390,2020,2/27/2020,Thursday,879 VICTORIA PL SW,West End,33.7345,-84.41638,13121,Fulton
200582121,2020,2/27/2020,Thursday,2925 HEADLAND DR,Greenbriar,33.69094,-84.48457,13121,Fulton
200592446,2020,2/28/2020,Friday,3285 PEACHTREE RD NE @EMBASSY SUITES,Peachtree Park,33.84441,-84.36862,13121,Fulton
200591362,2020,2/28/2020,Friday,101 JACKSON ST NE,Sweet Auburn,33.75692,-84.37422,13121,Fulton
200600632,2020,2/29/2020,Saturday,2657 BONNYBROOK DR SW,Greenbriar,33.69661,-84.47785,13121,Fulton
200610920,2020,3/1/2020,Sunday,783 ELOISE CT SE,Grant Park,33.73456,-84.36169,13121,Fulton
200610208,2020,3/1/2020,Sunday,1907 PIEDMONT RD NE,Morningside/Lenox Park,33.81004,-84.36571,13121,Fulton
200611670,2020,3/1/2020,Sunday,915 W PEACHTREE ST NE,Midtown,33.77975,-84.38716,13121,Fulton
200611940,2020,3/1/2020,Sunday,1192 PRYOR RD SW,Peoplestown,33.72287,-84.3928,13121,Fulton
200611230,2020,3/1/2020,Sunday,200 TRINITY ST,Downtown,33.75017,-84.39469,13121,Fulton
200621968,2020,3/2/2020,Monday,1390 NORTHSIDE DR NW,Berkeley Park,33.79264,-84.40796,13121,Fulton
200631103,2020,3/3/2020,Tuesday,2754 VINEYARDS DR SE,Rosedale Heights,33.67965,-84.36943,13121,Fulton
200641254,2020,3/4/2020,Wednesday,931 BELTLINE NE,Inman Park,33.76007,-84.36323,13121,Fulton
200651109,2020,3/5/2020,Thursday,1141 EUCLID AVE NE,Inman Park,33.76467,-84.34999,13121,Fulton
200660025,2020,3/6/2020,Friday,445 CLEVELAND AVE SE,Rosedale Heights,33.68149,-84.37152,13121,Fulton
200662436,2020,3/6/2020,Friday,1368 NORTH AVE NW,Grove Park,33.76781,-84.43341,13121,Fulton
200672057,2020,3/7/2020,Saturday,180 RALPH DAVID ABERNULLTHY BLVD,Mechanicsville,33.73656,-84.39376,13121,Fulton
200670506,2020,3/7/2020,Saturday,765 MCDANIEL ST SW,Pittsburgh,33.73396,-84.40177,13121,Fulton
200680453,2020,3/8/2020,Sunday,144 PONCE DE LEON AVE NE,Midtown,33.77282,-84.38211,13121,Fulton
200690334,2020,3/9/2020,Monday,2580 ETHERIDGE DR NW,Carey Park,33.78801,-84.47238,13121,Fulton
200691351,2020,3/9/2020,Monday,351 FAIRBURN RD NW,Adamsville,33.76479,-84.50023,13121,Fulton
200722529,2020,3/12/2020,Thursday,590 CASCADE AVE SW @KROGER - CASCADE,West End,33.73812,-84.43276,13121,Fulton
200720042,2020,3/12/2020,Thursday,2840 GREENBRIAR PKWY SW,Greenbriar,33.68764,-84.48965,13121,Fulton
200730319,2020,3/13/2020,Friday,815 SIDNEY MARCUS BLVD NE,Lindbergh/Morosgo,33.82414,-84.36101,13121,Fulton
200731317,2020,3/13/2020,Friday,1548 MARTIN L KING JR DR SW,Mozley Park,33.75285,-84.43819,13121,Fulton
200731194,2020,3/13/2020,Friday,751 FAIRBURN RD SW,Fairburn Mays,33.73454,-84.51059,13121,Fulton
200750495,2020,3/15/2020,Sunday,2476 ELIZABETH ANN LN NE,Lindridge/Martin Manor,33.82218,-84.3495,13121,Fulton
200751707,2020,3/15/2020,Sunday,3721B CAMPBELLTON RD SW,Ben Hill Acres,33.69043,-84.50983,13121,Fulton
200760331,2020,3/16/2020,Monday,506 MORELAND AVE NE,Inman Park,33.76813,-84.34952,13121,Fulton
200770351,2020,3/17/2020,Tuesday,356 BOULEVARD NE,Old Fourth Ward,33.76421,-84.37206,13121,Fulton
200771023,2020,3/17/2020,Tuesday,2045 DONULLLD LEE HOLLOWELL PKWY NW,Grove Park,33.7774,-84.45214,13121,Fulton
200781760,2020,3/18/2020,Wednesday,1450 DONNELLY AVE SW,West End,33.73772,-84.43479,13121,Fulton
200781211,2020,3/18/2020,Wednesday,1371 KIMBERLY WAY SW,Ashley Courts,33.71771,-84.52315,13121,Fulton
200791918,2020,3/19/2020,Thursday,902 EDGEWOOD AVE NE,Inman Park,33.75628,-84.35793,13121,Fulton
200800014,2020,3/19/2020,Thursday,585 PARKWAY DR NE,Old Fourth Ward,33.77024,-84.37223,13121,Fulton
200790157,2020,3/19/2020,Thursday,242 HUNNICUTT ST NW,Downtown,33.76655,-84.39527,13121,Fulton
200800072,2020,3/20/2020,Friday,356 BOULEVARD NE,Old Fourth Ward,33.76485,-84.37194,13121,Fulton
200811942,2020,3/21/2020,Saturday,1455 MORELAND AVE SE,Custer/McDonough/Guice,33.71478,-84.35014,13121,Fulton
200811063,2020,3/21/2020,Saturday,87 PEACHTREE ST SW @KESSLERS DEPT STORE,Downtown,33.75243,-84.39198,13121,Fulton
200820787,2020,3/22/2020,Sunday,2800 FORREST PARK RD SE,South River Gardens,33.67835,-84.35791,13121,Fulton
200821432,2020,3/22/2020,Sunday,174 MOURY AVE SW,The Villages at Carver,33.71276,-84.39056,13121,Fulton
200821457,2020,3/22/2020,Sunday,550 WINDSOR ST SW,Mechanicsville,33.73989,-84.3982,13121,Fulton
200820112,2020,3/22/2020,Sunday,655 CLEVELAND AVE SW,Perkerson,33.6824,-84.41029,13121,Fulton
200821470,2020,3/22/2020,Sunday,890 WESTMONT RD SW,Oakland City,33.73095,-84.4372,13121,Fulton
200841162,2020,3/22/2020,Sunday,602 W LAKE AVE NW,Grove Park,33.77278,-84.44193,13121,Fulton
200830366,2020,3/23/2020,Monday,395 GREENDALE DR SW,Lakewood,33.69842,-84.37615,13121,Fulton
200852052,2020,3/23/2020,Monday,1959 LAKEWOOD AVE,Lakewood Heights,33.70262,-84.38491,13121,Fulton
200841240,2020,3/24/2020,Tuesday,KIPLING ST SE / HENRY THOMAS DR SE,Thomasville Heights,33.70263,-84.3523,13121,Fulton
200841861,2020,3/24/2020,Tuesday,2480 ARNO DR NW,Carver Hills,33.79897,-84.46929,13121,Fulton
200850917,2020,3/25/2020,Wednesday,420 COURTLAND ST NE,Downtown,33.76612,-84.38443,13121,Fulton
200852137,2020,3/25/2020,Wednesday,1980 DELOWE DR SW,Campbellton Road,33.70106,-84.45698,13121,Fulton
200871158,2020,3/27/2020,Friday,349 14TH ST NW,Home Park,33.78637,-84.39837,13121,Fulton
200870242,2020,3/27/2020,Friday,1328 BREWSTER ST SW,Oakland City,33.71876,-84.42649,13121,Fulton
200870475,2020,3/27/2020,Friday,2555 DONULLLD LEE HOLLOWELL PKWY NW,Center Hill,33.77561,-84.46999,13121,Fulton
200881767,2020,3/28/2020,Saturday,1341 METROPOLITAN PKWY SW,Capitol View,33.71805,-84.40809,13121,Fulton
200881399,2020,3/28/2020,Saturday,1935 ALISON CT SW,Fort Valley,33.70055,-84.45149,13121,Fulton
200881697,2020,3/28/2020,Saturday,2840 GREENBRIAR PKWY SW,Greenbriar,33.68764,-84.48965,13121,Fulton
200880641,2020,3/28/2020,Saturday,213 FAIRBURN RD NW @FAIRBURN GORDON APT,Adamsville,33.76132,-84.50395,13121,Fulton
200891516,2020,3/29/2020,Sunday,1015 STONEWALL DR,Leila Valley,33.69275,-84.35052,13121,Fulton
200911679,2020,3/31/2020,Tuesday,1001 PONCE DE LEON AVE NE,Poncey-Highland,33.7734,-84.35467,13121,Fulton
200910559,2020,3/31/2020,Tuesday,240 PEACHTREE ST NW @MERCHANDISE MART,Downtown,33.76056,-84.38835,13121,Fulton
200911130,2020,3/31/2020,Tuesday,2340 LARCHWOOD RD SW,Florida Heights,33.74739,-84.46343,13121,Fulton
200910210,2020,3/31/2020,Tuesday,2716 MARTIN L KING JR DR SW,Harland Terrace,33.75395,-84.47612,13121,Fulton
200921796,2020,4/1/2020,Wednesday,112 COURTLAND ST NE,Downtown,33.7574,-84.38475,13121,Fulton
200920169,2020,4/1/2020,Wednesday,1192 PRYOR ST SW,Peoplestown,33.72864,-84.39134,13121,Fulton
200921818,2020,4/1/2020,Wednesday,2850 SPRINGDALE RD SW,Hammond Park,33.67674,-84.41485,13121,Fulton
200920642,2020,4/1/2020,Wednesday,1698 EVANS DR SW,Sylvan Hills,33.70855,-84.42351,13121,Fulton
200950143,2020,4/2/2020,Thursday,3181 DONULLLD LEE HOLLOWELL PKWY NW,Brookview Heights,33.78652,-84.49013,13121,Fulton
200961558,2020,4/5/2020,Sunday,2416 PIEDMONT RD NE,Lindbergh/Morosgo,33.82098,-84.3685,13121,Fulton
200961552,2020,4/5/2020,Sunday,3176 DELMAR LN NW,,33.75571,-84.49133,13121,Fulton
200961045,2020,4/5/2020,Sunday,3787 MARTIN L KING JR DR NW,Old Gordon,33.7684,-84.51261,13121,Fulton
200971048,2020,4/6/2020,Monday,250 PARK AVENUE WEST NW @CENTENNIAL PARK WEST,Downtown,33.76116,-84.39438,13121,Fulton
200980667,2020,4/7/2020,Tuesday,1182 WOODLAND AVE NE,Lindridge/Martin Manor,33.81527,-84.34887,13121,Fulton
200980402,2020,4/7/2020,Tuesday,505 FULTON ST SW,Mechanicsville,33.74182,-84.40329,13121,Fulton
200980748,2020,4/7/2020,Tuesday,2265 METROPOLITAN PKWY SW,Perkerson,33.69294,-84.40879,13121,Fulton
200980916,2020,4/7/2020,Tuesday,2788 DEFOORS FERRY RD NW,,33.82114,-84.44713,13121,Fulton
200991642,2020,4/8/2020,Wednesday,51 POLAR ROCK RD SW,Polar Rock,33.6965,-84.39059,13121,Fulton
201010962,2020,4/9/2020,Thursday,2096 METROPOLITAN PKWY SW,Sylvan Hills,33.69809,-84.4081,13121,Fulton
201020474,2020,4/11/2020,Saturday,300 W. LAKE AVE NW,Grove Park,33.77824,-84.4482,13121,Fulton
201021796,2020,4/11/2020,Saturday,1960 ALISON CT SW,Campbellton Road,33.70061,-84.45299,13121,Fulton
201030972,2020,4/12/2020,Sunday,150 10TH ST NE,Midtown,33.78185,-84.38199,13121,Fulton
201030373,2020,4/12/2020,Sunday,1972 CUMMINGS DR SW,Venetian Hills,33.71729,-84.45235,13121,Fulton
201030767,2020,4/12/2020,Sunday,2456 MARTIN L KING JR DR SW,Harland Terrace,33.75166,-84.46789,13121,Fulton
201041517,2020,4/13/2020,Monday,1257 MORELAND AVE SE,Woodland Hills,33.72011,-84.35048,13121,Fulton
201040020,2020,4/13/2020,Monday,1783 JOHNSON RD NW,Rockdale,33.78547,-84.44593,13121,Fulton
201050220,2020,4/14/2020,Tuesday,900 NEW TOWN CIR SE,Thomasville Heights,33.70837,-84.36007,13121,Fulton
201050289,2020,4/14/2020,Tuesday,270 17TH STREET,Ansley Park,33.79469,-84.38377,13121,Fulton
201110937,2020,4/14/2020,Tuesday,70 JOSEPH E LOWERY BLVD NW,Washington Park,33.75646,-84.41763,13121,Fulton
201060040,2020,4/15/2020,Wednesday,1190 WOODLAND AVE NE,Lindridge/Martin Manor,33.81527,-84.34874,13121,Fulton
201061842,2020,4/15/2020,Wednesday,1350 MAYSON TURNER RD NW,Bankhead,33.76498,-84.43115,13121,Fulton
201060850,2020,4/15/2020,Wednesday,2265 PERRY BLVD NW @ARCHER HEIGHTS APTS,Scotts Crossing,33.80595,-84.46416,13121,Fulton
201061412,2020,4/15/2020,Wednesday,3793 STEPHANIE DR SW,Deerwood,33.67449,-84.51263,13121,Fulton
201071399,2020,4/16/2020,Thursday,537 BOULEVARD NE,Old Fourth Ward,33.76911,-84.37156,13121,Fulton
201081600,2020,4/17/2020,Friday,565 IRA ST SW,Mechanicsville,33.73944,-84.40011,13121,Fulton
201080310,2020,4/17/2020,Friday,921 WESTMORELAND CIR NW,West Highlands,33.79009,-84.44969,13121,Fulton
201090229,2020,4/18/2020,Saturday,316 7TH ST NE,Midtown,33.77793,-84.3769,13121,Fulton
201111064,2020,4/20/2020,Monday,3788 CAMPBELLTON RD SW,,33.69037,-84.51287,13121,Fulton
201121677,2020,4/21/2020,Tuesday,608 CAMERON M ALEXANDER BLVD NW,English Avenue,33.76805,-84.40734,13121,Fulton
201120066,2020,4/21/2020,Tuesday,1998 HANDLEY AVE SW,Westwood Terrace,33.73486,-84.45339,13121,Fulton
201121469,2020,4/21/2020,Tuesday,2265 CASCADE RD SW,Cascade Avenue/Road,33.72304,-84.46284,13121,Fulton
201120181,2020,4/21/2020,Tuesday,2800 MARTIN L KING JR DR SW,Harland Terrace,33.75395,-84.47612,13121,Fulton
201131983,2020,4/22/2020,Wednesday,981 STONEWALL DR SE,,33.74451,-84.34923,13121,Fulton
201141748,2020,4/22/2020,Wednesday,157 MOURY AVE SW,The Villages at Carver,33.71283,-84.38841,13121,Fulton
201131505,2020,4/22/2020,Wednesday,1766 HOWELL MILL RD NW,Underwood Hills,33.80243,-84.41529,13121,Fulton
201132020,2020,4/22/2020,Wednesday,2800 MARTIN L KING JR DR SW,Harland Terrace,33.75431,-84.4793,13121,Fulton
201141695,2020,4/23/2020,Thursday,2640 MARTIN L KING JR DR SW,Harland Terrace,33.75381,-84.47425,13121,Fulton
201150596,2020,4/24/2020,Friday,824 DONULLLD LEE HOLLOWELL PKWY NW,English Avenue,33.77282,-84.41423,13121,Fulton
201161658,2020,4/25/2020,Saturday,510 MCWILLIAMS RD SE,Lakewood,33.68938,-84.37197,13121,Fulton
201160086,2020,4/25/2020,Saturday,160 PONCE DE LEON AVE NE,Midtown,33.77282,-84.38211,13121,Fulton
201170427,2020,4/26/2020,Sunday,1177 CONSTITUTION RD SE,Leila Valley,33.69298,-84.35166,13121,Fulton
201181791,2020,4/27/2020,Monday,114 MEMORIAL DR SW,Downtown,33.74667,-84.39153,13121,Fulton
201180952,2020,4/27/2020,Monday,456 DUNBAR ST SW,Pittsburgh,33.72274,-84.40274,13121,Fulton
201180750,2020,4/27/2020,Monday,1614 OLYMPIAN CIR SW,Westview,33.73578,-84.44047,13121,Fulton
201201247,2020,4/29/2020,Wednesday,2636 MARTIN L KING JR DR SW,Harland Terrace,33.75277,-84.47429,13121,Fulton
201210616,2020,4/30/2020,Thursday,500 MORGAN ST NE,Old Fourth Ward,33.76907,-84.37084,13121,Fulton
201221495,2020,5/1/2020,Friday,2539 PIEDMONT RD NE @TARGET - PIEDMONT,Lindbergh/Morosgo,33.82403,-84.36328,13121,Fulton
201221354,2020,5/1/2020,Friday,213 FAIRBURN RD NW @FAIRBURN GORDON APT,Adamsville,33.76132,-84.50395,13121,Fulton
